matcher,modality,pair_id,identity1,identity2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error
LoFTR_indoor,iris,MMU-Iris_impostor_93,23,16,190,83,0.4368,False,0.4368,False,True,2.3540
ORB,iris,MMU-Iris_impostor_93,23,16,6,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_93,23,16,4,4,1.0000,True,1.0000,False,False,0.0000
LoFTR_indoor,iris,MMU-Iris_impostor_94,36,19,98,31,0.3163,False,0.3163,False,True,0.7588
ORB,iris,MMU-Iris_impostor_94,36,19,5,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_94,36,19,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_95,13,7,176,58,0.3295,False,0.3295,False,True,2.3908
ORB,iris,MMU-Iris_impostor_95,13,7,9,6,0.6667,True,0.6667,False,False,1.0032
SIFT,iris,MMU-Iris_impostor_95,13,7,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_96,15,18,137,41,0.2993,False,0.2993,False,True,2.3543
ORB,iris,MMU-Iris_impostor_96,15,18,6,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_96,15,18,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_97,1,14,296,147,0.4966,True,0.4966,False,False,2.1287
ORB,iris,MMU-Iris_impostor_97,1,14,5,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_97,1,14,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_98,12,7,212,76,0.3585,False,0.3585,False,True,2.2668
ORB,iris,MMU-Iris_impostor_98,12,7,8,4,0.5000,True,0.5000,False,False,0.0000
SIFT,iris,MMU-Iris_impostor_98,12,7,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_99,9,38,170,57,0.3353,False,0.3353,False,True,2.4356
ORB,iris,MMU-Iris_impostor_99,9,38,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_99,9,38,0,0,,False,,False,True,
